rocket,payloads,launchpad,cores,date_utc,payload_mass,orbit,booster_version,launch_site,longitude,latitude,core_block,core_reused_count,core_serial,core_outcome,core_flights,core_gridfins,core_reused,core_legs,core_landing_pad,flight_number,landing_class
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb22a,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f359182b023b2656', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-08-07T05:18:00.000Z,5800.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,3,B1046,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,55,1
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb22b,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-09-10T04:45:00.000Z,7060.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,9,B1049,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,56,1
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb22c,5e9e4502f509092b78566f87,"{'core': '5e9e28a5f3591809c03b2658', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}",2018-10-08T02:22:00.000Z,2800.0,SSO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,5.0,4,B1048,True RTLS,2,True,True,True,5e9e3032383ecb554034e7c9,57,1
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb22d,5e9e4502f509094188566f88,"{'core': '5e9e28a5f359181eed3b2657', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2018-11-15T20:46:00.000Z,3000.0,GTO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,2,B1047,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,58,1
5e9d0d95eda69973a809d1ec,5eb0e4c9b6c3bb0006eeb22e,5e9e4502f509092b78566f87,"{'core': '5e9e28a5f359182b023b2656', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2018-12-03T18:34:00.000Z,4000.0,SSO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,5.0,3,B1046,True ASDS,3,True,True,True,5e9e3033383ecbb9e534e7cc,59,1
5e9d0d95eda69973a809d1ec,5eb0e4cab6c3bb0006eeb22f,5e9e4501f509094ba4566f84,"{'core': '5e9e28a6f359185c603b265a', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2018-12-05T18:16:00.000Z,2573.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,0,B1050,False RTLS,1,True,False,True,5e9e3032383ecb267a34e7c7,60,0
5e9d0d95eda69973a809d1ec,5eb0e4cab6c3bb0006eeb230,5e9e4501f509094ba4566f84,"{'core': '5e9e28a6f35918513b3b265b', 'flight': 1, 'gridfins': False, 'legs': False, 'reused': False, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2018-12-23T13:51:00.000Z,4400.0,MEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,0,B1054,None None,1,False,False,False,,61,0
5e9d0d95eda69973a809d1ec,5eb0e4cab6c3bb0006eeb231,5e9e4502f509092b78566f87,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2019-01-11T15:31:00.000Z,9600.0,PO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,5.0,9,B1049,True ASDS,2,True,True,True,5e9e3033383ecbb9e534e7cc,62,1
5e9d0d95eda69973a809d1ec,5eb0e4cbb6c3bb0006eeb235,5e9e4502f509094188566f88,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-03-02T07:45:00.000Z,12259.0,ISS,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,12,B1051,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,63,1
5e9d0d95eda69973a809d1ec,5eb0e4cbb6c3bb0006eeb237,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591809313b2660', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-05-04T06:48:00.000Z,2482.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,3,B1056,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,64,1
5e9d0d95eda69973a809d1ec,5eb0e4cbb6c3bb0006eeb238,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-05-24T02:30:00.000Z,13200.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,9,B1049,True ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,65,1
5e9d0d95eda69973a809d1ec,5eb0e4ccb6c3bb0006eeb239,5e9e4502f509092b78566f87,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}",2019-06-12T14:17:00.000Z,1425.0,SSO,Falcon 9,VAFB SLC 4E,-120.610829,34.632093,5.0,12,B1051,True RTLS,2,True,True,True,5e9e3032383ecb554034e7c9,66,1
5e9d0d95eda69973a809d1ec,5eb0e4ceb6c3bb0006eeb24a,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591809313b2660', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2019-07-25T22:01:00.000Z,2227.7,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,3,B1056,True RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,67,1
5e9d0d95eda69973a809d1ec,5eb0e4cfb6c3bb0006eeb24b,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f359181eed3b2657', 'flight': 3, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2019-08-06T22:52:00.000Z,6500.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,2,B1047,None None,3,False,True,False,,68,0
5e9d0d95eda69973a809d1ec,5eb0e4cfb6c3bb0006eeb24c,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591809c03b2658', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-11-11T14:56:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,4,B1048,True ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,69,1
5e9d0d95eda69973a809d1ec,5eb0e4cfb6c3bb0006eeb24d,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-12-05T17:29:23.000Z,5000.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,5,B1059,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,70,1
5e9d0d95eda69973a809d1ec,5eb0e4cfb6c3bb0006eeb24e,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591809313b2660', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2019-12-17T00:10:00.000Z,6800.0,GTO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,3,B1056,True ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,71,1
5e9d0d95eda69973a809d1ec,5eb0e4cfb6c3bb0006eeb24f,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-01-07T02:19:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,9,B1049,True ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,72,1
5e9d0d95eda69973a809d1ec,5eb0e4d0b6c3bb0006eeb250,5e9e4502f509094188566f88,"{'core': '5e9e28a5f359182b023b2656', 'flight': 4, 'gridfins': False, 'legs': False, 'reused': True, 'landing_attempt': False, 'landing_success': None, 'landing_type': None, 'landpad': None}",2020-01-19T14:00:00.000Z,6123.547647058824,SO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,3,B1046,None None,4,False,True,False,,73,0
5e9d0d95eda69973a809d1ec,5eb0e4d0b6c3bb0006eeb251,5e9e4501f509094ba4566f84,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-01-29T14:06:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,12,B1051,True ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,74,1
5e9d0d95eda69973a809d1ec,5eb0e4d0b6c3bb0006eeb252,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591809313b2660', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-02-17T15:05:55.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,3,B1056,False ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,75,0
5e9d0d95eda69973a809d1ec,5eb0e4d0b6c3bb0006eeb253,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2020-03-07T04:50:31.000Z,1977.0,ISS,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,5,B1059,True RTLS,2,True,True,True,5e9e3032383ecb267a34e7c7,76,1
5e9d0d95eda69973a809d1ec,5eb0e4d0b6c3bb0006eeb254,5e9e4502f509094188566f88,"{'core': '5e9e28a5f3591809c03b2658', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-03-18T12:16:00.000Z,15600.0,VLEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,4,B1048,False ASDS,5,True,True,True,5e9e3032383ecb6bb234e7ca,77,0
5e9d0d95eda69973a809d1ec,5eb0e4d1b6c3bb0006eeb255,5e9e4502f509094188566f88,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-04-22T19:30:00.000Z,15600.0,VLEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,12,B1051,True ASDS,4,True,True,True,5e9e3032383ecb6bb234e7ca,78,1
5e9d0d95eda69973a809d1ec,5eb0e4d1b6c3bb0006eeb257,5e9e4502f509094188566f88,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-05-30T19:22:00.000Z,9525.0,ISS,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,13,B1058,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,79,1
5e9d0d95eda69973a809d1ec,5eb0e4d1b6c3bb0006eeb256,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2020-06-04T01:25:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,9,B1049,True ASDS,5,True,True,True,5e9e3033383ecbb9e534e7cc,80,1
5e9d0d95eda69973a809d1ec,5eb0e4d1b6c3bb0006eeb258,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-06-13T09:21:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,5,B1059,True ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,81,1
5e9d0d95eda69973a809d1ec,5eb0e4d2b6c3bb0006eeb25c,5e9e4501f509094ba4566f84,"{'core': '5ef670f10059c33cee4a826c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2020-06-30T19:55:00.000Z,3880.0,MEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,12,B1060,True ASDS,1,True,False,True,5e9e3033383ecbb9e534e7cc,82,1
5e9d0d95eda69973a809d1ec,5eb0e4d2b6c3bb0006eeb25b,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2020-07-20T21:30:00.000Z,6123.547647058824,GEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,13,B1058,True ASDS,2,True,True,True,5e9e3033383ecbb9e534e7cc,83,1
5e9d0d95eda69973a809d1ec,5ed9859f1f30554030d45c3f,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-08-18T14:31:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,9,B1049,True ASDS,6,True,True,True,5e9e3032383ecb6bb234e7ca,84,1
5e9d0d95eda69973a809d1ec,5eb0e4d1b6c3bb0006eeb259,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",2020-08-30T23:18:00.000Z,1600.0,SSO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,5,B1059,True RTLS,4,True,True,True,5e9e3032383ecb267a34e7c7,85,1
5e9d0d95eda69973a809d1ec,5ef6a4600059c33cee4a829e,5e9e4502f509094188566f88,"{'core': '5ef670f10059c33cee4a826c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-09-03T12:46:00.000Z,15600.0,VLEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,12,B1060,True ASDS,2,True,True,True,5e9e3032383ecb6bb234e7ca,86,1
5e9d0d95eda69973a809d1ec,5ef6a48e0059c33cee4a829f,5e9e4502f509094188566f88,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-10-06T11:29:00.000Z,15600.0,VLEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,13,B1058,True ASDS,3,True,True,True,5e9e3032383ecb6bb234e7ca,87,1
5e9d0d95eda69973a809d1ec,5ef6a4d50059c33cee4a82a1,5e9e4502f509094188566f88,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-10-18T12:25:00.000Z,15600.0,VLEO,Falcon 9,KSC LC 39A,-80.6039558,28.6080585,5.0,12,B1051,True ASDS,6,True,True,True,5e9e3032383ecb6bb234e7ca,88,1
5e9d0d95eda69973a809d1ec,5ef6a4ea0059c33cee4a82a2,5e9e4501f509094ba4566f84,"{'core': '5ef670f10059c33cee4a826c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",2020-10-24T15:31:00.000Z,15600.0,VLEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,12,B1060,True ASDS,3,True,True,True,5e9e3033383ecbb9e534e7cc,89,1
5e9d0d95eda69973a809d1ec,5eb0e4d2b6c3bb0006eeb25e,5e9e4501f509094ba4566f84,"{'core': '5f57c5440622a633027900a0', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",2020-11-05T23:24:00.000Z,3681.0,MEO,Falcon 9,CCSFS SLC 40,-80.577366,28.5618571,5.0,8,B1062,True ASDS,1,True,False,True,5e9e3032383ecb6bb234e7ca,90,1
